Type,Country,IP/Domain,Count
IP,Brazil,168.205.24.52 (ASN: 263151),1
IP,Brazil,179.191.43.21 (ASN: 270657),1
IP,Brazil,179.191.43.195 (ASN: 270657),1
IP,Brazil,45.225.137.176 (ASN: 267003),1
IP,Brazil,191.241.147.61 (ASN: 262784),1
IP,Brazil,45.177.158.147 (ASN: 268992),1
IP,Brazil,201.182.46.35 (ASN: 267520),1
IP,Brazil,170.254.242.224 (ASN: 265384),1
IP,Brazil,45.182.202.51 (ASN: 269236),1
IP,Brazil,170.239.38.182 (ASN: 263151),1
IP,Brazil,138.185.144.19 (ASN: 264345),1
IP,Brazil,200.14.58.220 (ASN: 270441),1
IP,Brazil,205.164.238.100 (ASN: 262503),1
IP,Brazil,45.237.80.80 (ASN: 262907),1
IP,Brazil,45.71.248.141 (ASN: 267640),1
IP,Brazil,187.85.115.175 (ASN: 28614),1
IP,Brazil,45.228.110.179 (ASN: 267059),2
IP,Brazil,179.109.154.166 (ASN: 263585),1
IP,Brazil,191.37.38.72 (ASN: 263347),1
IP,Brazil,186.192.108.119 (ASN: 262728),1
IP,Brazil,181.191.229.104 (ASN: 267449),1
IP,Brazil,177.46.122.42 (ASN: 28135),1
IP,Brazil,138.204.149.164 (ASN: 263900),1
IP,Brazil,187.109.6.170 (ASN: 28198),1
IP,Brazil,177.84.49.98 (ASN: 262579),1
IP,Brazil,177.23.135.99 (ASN: 270612),2
IP,Brazil,45.230.179.75 (ASN: 267173),2
IP,Brazil,191.7.84.97 (ASN: 52901),2
IP,Brazil,200.110.102.169 (ASN: 270260),1
IP,Brazil,186.251.21.227 (ASN: 53222),1
IP,Brazil,45.177.186.210 (ASN: 268993),1
IP,Brazil,170.82.199.124 (ASN: 263297),1
IP,Brazil,177.125.59.14 (ASN: 52607),1
IP,Brazil,191.37.39.34 (ASN: 263347),1
IP,Brazil,201.182.46.135 (ASN: 267520),2
IP,Brazil,45.238.27.14 (ASN: 268337),1
IP,Brazil,45.7.102.126 (ASN: 266583),1
IP,Brazil,160.238.152.126 (ASN: 262881),1
IP,Brazil,131.161.190.163 (ASN: 264392),1
IP,Brazil,45.226.46.138 (ASN: 266958),1
IP,Brazil,187.109.6.53 (ASN: 28198),2
IP,Brazil,170.247.234.9 (ASN: 52858),1
IP,Brazil,167.249.161.200 (ASN: 267575),1
IP,Brazil,45.71.251.48 (ASN: 267640),1
IP,Brazil,190.109.98.8 (ASN: 271222),1
IP,Brazil,201.33.77.236 (ASN: 28649),1
IP,Brazil,190.89.8.103 (ASN: 270346),1
IP,Brazil,186.232.66.234 (ASN: 262770),1
IP,Brazil,189.36.141.41 (ASN: 270601),1
IP,Brazil,177.152.191.169 (ASN: 263106),1
IP,Brazil,45.225.138.231 (ASN: 267003),3
IP,Brazil,179.63.174.122 (ASN: 271566),1
IP,Brazil,168.194.184.136 (ASN: 265397),1
IP,Brazil,186.233.69.238 (ASN: 264528),1
IP,Brazil,45.225.138.203 (ASN: 267003),1
IP,Brazil,187.87.189.114 (ASN: 52984),1
IP,Brazil,191.241.147.100 (ASN: 262784),1
IP,Brazil,190.89.219.46 (ASN: 270396),1
IP,Brazil,45.163.32.80 (ASN: 268594),1
IP,Brazil,45.70.126.179 (ASN: 267562),1
IP,Brazil,45.160.68.15 (ASN: 268403),1
IP,Brazil,177.21.228.123 (ASN: 11835),1
IP,Brazil,177.124.153.38 (ASN: 270541),1
IP,Brazil,45.228.131.12 (ASN: 267064),1
IP,Brazil,187.87.189.147 (ASN: 52984),1
IP,Brazil,201.140.208.28 (ASN: 262895),1
IP,Brazil,170.80.149.224 (ASN: 28668),1
IP,Brazil,186.232.159.118 (ASN: 263059),1
IP,Brazil,186.208.222.40 (ASN: 28577),1
IP,Brazil,177.85.134.40 (ASN: 262608),1
IP,Brazil,191.241.147.227 (ASN: 262784),1
IP,Brazil,186.233.69.79 (ASN: 264528),1
IP,Brazil,189.51.44.147 (ASN: 270726),1
IP,Brazil,177.23.135.112 (ASN: 270612),1
IP,Brazil,187.95.157.145 (ASN: 262318),1
IP,Brazil,45.165.243.44 (ASN: 267980),1
IP,Brazil,45.165.33.209 (ASN: 268656),1
IP,Brazil,160.238.155.90 (ASN: 262881),1
IP,Brazil,187.87.189.126 (ASN: 52984),1
IP,Brazil,45.177.159.227 (ASN: 268992),1
IP,Brazil,177.85.134.150 (ASN: 262608),1
IP,Brazil,170.247.233.240 (ASN: 52858),1
IP,Brazil,177.91.190.73 (ASN: 28306),1
IP,Brazil,45.174.4.154 (ASN: 268914),1
IP,Brazil,187.94.106.151 (ASN: 28343),1
IP,Brazil,168.196.139.219 (ASN: 264367),1
IP,Brazil,177.86.222.53 (ASN: 52577),2
IP,Brazil,191.7.84.24 (ASN: 52901),2
IP,Brazil,167.249.78.247 (ASN: 265168),1
IP,Brazil,190.89.219.223 (ASN: 270396),1
IP,Brazil,201.140.209.22 (ASN: 262895),1
IP,Brazil,45.182.136.109 (ASN: 269229),1
IP,Brazil,45.238.27.212 (ASN: 268337),1
IP,Brazil,181.191.229.102 (ASN: 267449),1
IP,Brazil,179.191.43.97 (ASN: 270657),2
IP,Brazil,45.70.126.2 (ASN: 267562),1
IP,Brazil,177.21.230.115 (ASN: 11835),1
IP,Brazil,181.224.14.221 (ASN: 271468),1
IP,Brazil,45.191.120.102 (ASN: 269681),1
IP,Brazil,45.160.45.219 (ASN: 268438),1
IP,Brazil,186.227.178.179 (ASN: 263015),1
IP,Brazil,177.91.184.244 (ASN: 28306),1
IP,Brazil,177.85.104.106 (ASN: 52741),1
IP,Brazil,191.253.32.237 (ASN: 0),1
IP,Brazil,187.85.115.189 (ASN: 28614),4
IP,Brazil,143.137.47.74 (ASN: 264071),1
IP,Brazil,45.183.254.1 (ASN: 269301),1
IP,Brazil,167.249.78.180 (ASN: 265168),1
IP,Brazil,170.239.203.59 (ASN: 266362),1
IP,Brazil,45.225.137.111 (ASN: 267003),1
IP,Brazil,179.107.197.214 (ASN: 28294),1
IP,Brazil,189.89.95.170 (ASN: 262749),1
IP,Brazil,45.70.163.16 (ASN: 267575),1
IP,Brazil,45.71.248.25 (ASN: 267640),1
IP,Brazil,45.175.14.222 (ASN: 268874),1
IP,Brazil,201.182.46.43 (ASN: 267520),1
IP,Brazil,45.181.53.35 (ASN: 269172),1
IP,Brazil,187.87.189.24 (ASN: 52984),1
IP,Brazil,45.179.51.232 (ASN: 269060),1
IP,Brazil,177.86.174.177 (ASN: 52573),1
IP,Brazil,168.196.160.9 (ASN: 265465),2
IP,Brazil,45.4.189.24 (ASN: 266089),1
IP,Brazil,143.0.126.249 (ASN: 264000),2
IP,Brazil,186.232.68.82 (ASN: 262770),1
IP,Brazil,201.182.152.156 (ASN: 267519),1
IP,Brazil,45.70.126.184 (ASN: 267562),2
IP,Brazil,170.239.203.17 (ASN: 266362),1
IP,Brazil,191.37.38.81 (ASN: 263347),1
IP,Brazil,177.52.2.58 (ASN: 0),1
IP,Brazil,170.80.245.25 (ASN: 266381),1
IP,Brazil,187.87.34.157 (ASN: 53073),1
IP,Brazil,131.161.190.152 (ASN: 264392),1
IP,Brazil,177.11.190.146 (ASN: 52904),1
IP,Brazil,177.91.184.59 (ASN: 28306),1
IP,Brazil,143.255.64.138 (ASN: 265146),1
IP,Brazil,187.85.204.209 (ASN: 28349),1
IP,Brazil,170.239.113.233 (ASN: 266364),1
IP,Brazil,138.204.149.142 (ASN: 263900),1
IP,Brazil,181.233.65.245 (ASN: 271399),1
IP,Brazil,181.233.81.251 (ASN: 267059),1
IP,Brazil,168.195.35.160 (ASN: 28128),1
IP,Brazil,45.167.136.67 (ASN: 268067),1
IP,Brazil,45.160.68.17 (ASN: 268403),1
IP,Brazil,143.255.111.30 (ASN: 265144),1
IP,Brazil,189.50.150.88 (ASN: 28270),1
IP,Brazil,138.204.149.12 (ASN: 263900),1
IP,Brazil,45.230.179.0 (ASN: 267173),1
IP,Brazil,45.165.243.63 (ASN: 267980),1
IP,Brazil,45.161.151.64 (ASN: 268603),1
IP,Brazil,45.237.250.20 (ASN: 268297),1
IP,Brazil,177.221.81.5 (ASN: 52653),1
IP,Brazil,181.191.229.96 (ASN: 267449),1
IP,Brazil,45.5.232.229 (ASN: 271271),1
IP,Brazil,131.100.63.216 (ASN: 262354),1
IP,Brazil,177.85.134.228 (ASN: 262608),1
IP,Brazil,45.177.186.242 (ASN: 268993),1
IP,Brazil,45.185.233.174 (ASN: 269395),1
IP,Brazil,45.183.254.78 (ASN: 269301),1
IP,Brazil,191.7.84.235 (ASN: 52901),1
IP,Brazil,187.60.113.16 (ASN: 28652),1
IP,Brazil,177.11.190.100 (ASN: 52904),1
IP,Brazil,187.85.205.196 (ASN: 28349),1
IP,Brazil,190.109.98.101 (ASN: 271222),1
IP,Brazil,45.226.46.92 (ASN: 266958),1
IP,Brazil,45.174.4.122 (ASN: 268914),1
IP,Brazil,170.80.245.85 (ASN: 266381),2
IP,Brazil,187.61.120.200 (ASN: 262952),1
IP,Brazil,45.181.53.46 (ASN: 269172),1
IP,Brazil,201.140.208.232 (ASN: 262895),1
IP,Brazil,187.109.4.76 (ASN: 28198),1
IP,Brazil,186.227.178.42 (ASN: 263015),1
IP,Brazil,138.121.59.19 (ASN: 264285),1
IP,Brazil,138.118.233.63 (ASN: 263880),1
IP,Brazil,187.85.204.77 (ASN: 28349),1
IP,Brazil,177.124.153.181 (ASN: 270541),1
IP,Brazil,189.89.89.82 (ASN: 262749),1
IP,Brazil,177.124.152.167 (ASN: 270541),1
IP,Brazil,45.227.28.151 (ASN: 267047),1
IP,Brazil,138.0.211.146 (ASN: 264553),1
IP,Brazil,168.0.10.29 (ASN: 265217),1
IP,Brazil,179.127.173.190 (ASN: 28343),1
IP,Brazil,177.125.59.113 (ASN: 52607),1
IP,Brazil,170.80.245.146 (ASN: 266381),1
IP,Brazil,189.126.77.230 (ASN: 28225),1
IP,Brazil,45.183.254.17 (ASN: 269301),2
IP,Brazil,177.11.190.57 (ASN: 52904),1
IP,Brazil,131.161.130.171 (ASN: 264378),1
IP,Brazil,179.48.127.212 (ASN: 271215),1
IP,Brazil,45.230.179.85 (ASN: 267173),1
IP,Brazil,170.80.245.6 (ASN: 266381),1
IP,Brazil,170.254.241.152 (ASN: 265384),1
IP,Brazil,200.110.102.159 (ASN: 270260),1
IP,Brazil,187.60.157.15 (ASN: 28153),1
IP,Brazil,143.0.126.14 (ASN: 264000),1
IP,Brazil,191.36.159.167 (ASN: 263333),1
IP,Brazil,170.231.132.164 (ASN: 28182),1
IP,Brazil,45.169.7.233 (ASN: 268080),1
IP,Brazil,189.50.148.121 (ASN: 28270),1
IP,Brazil,201.131.46.252 (ASN: 271458),1
IP,Brazil,191.241.147.209 (ASN: 262784),1
IP,Brazil,181.191.229.74 (ASN: 267449),1
IP,Brazil,45.228.130.230 (ASN: 267064),1
IP,Brazil,177.91.178.81 (ASN: 28306),1
IP,Brazil,45.230.179.223 (ASN: 267173),1
IP,Brazil,24.152.30.253 (ASN: 270563),1
IP,Brazil,143.0.126.9 (ASN: 264000),2
IP,Brazil,187.87.186.78 (ASN: 52984),1
IP,Brazil,201.182.152.28 (ASN: 267519),1
IP,Brazil,45.167.137.126 (ASN: 268067),1
IP,Brazil,190.89.176.141 (ASN: 270384),1
IP,Brazil,170.247.234.23 (ASN: 52858),1
IP,Brazil,191.7.84.169 (ASN: 52901),1
IP,Brazil,138.121.59.15 (ASN: 264285),1
IP,Brazil,131.100.83.204 (ASN: 61759),1
IP,Brazil,187.87.189.68 (ASN: 52984),1
IP,Brazil,45.174.5.136 (ASN: 268914),1
IP,Brazil,143.137.47.175 (ASN: 264071),1
IP,Brazil,45.225.137.85 (ASN: 267003),1
IP,Brazil,177.74.77.15 (ASN: 262316),1
IP,Brazil,45.228.110.61 (ASN: 267059),4
IP,Brazil,200.9.105.153 (ASN: 271051),1
IP,Brazil,181.233.81.5 (ASN: 267059),1
IP,Brazil,187.109.7.73 (ASN: 28198),1
IP,Brazil,177.91.189.18 (ASN: 28306),1
IP,Brazil,187.87.34.185 (ASN: 53073),2
IP,Brazil,187.109.4.122 (ASN: 28198),1
IP,Brazil,45.237.250.250 (ASN: 268297),1
IP,Brazil,45.70.163.172 (ASN: 267575),1
IP,Brazil,138.94.188.154 (ASN: 28343),1
IP,Brazil,181.232.229.103 (ASN: 271577),1
IP,Brazil,189.50.156.119 (ASN: 28270),1
IP,Brazil,179.107.198.129 (ASN: 28294),1
IP,Brazil,177.84.73.189 (ASN: 52719),1
IP,Brazil,200.26.230.51 (ASN: 269706),1
IP,Brazil,138.204.149.98 (ASN: 263900),1
IP,Brazil,138.204.149.215 (ASN: 263900),1
IP,Brazil,45.237.80.128 (ASN: 262907),1
IP,Brazil,200.106.219.119 (ASN: 271250),1
IP,Brazil,189.50.145.251 (ASN: 28270),1
IP,Brazil,179.191.43.104 (ASN: 270657),3
IP,Brazil,45.237.251.69 (ASN: 268297),1
IP,Brazil,189.89.82.83 (ASN: 262749),1
IP,Brazil,187.85.115.128 (ASN: 28614),1
IP,Brazil,201.182.46.78 (ASN: 267520),2
IP,Brazil,200.192.73.186 (ASN: 11802),1
IP,Brazil,186.233.69.16 (ASN: 264528),1
IP,Brazil,177.86.222.18 (ASN: 52577),2
IP,Brazil,45.185.233.92 (ASN: 269395),1
IP,Brazil,143.255.64.63 (ASN: 265146),1
IP,Brazil,167.249.171.56 (ASN: 262503),1
IP,Brazil,201.131.46.39 (ASN: 271458),1
IP,Brazil,179.191.43.208 (ASN: 270657),3
IP,Brazil,45.70.163.229 (ASN: 267575),1
IP,Brazil,138.94.188.3 (ASN: 28343),2
IP,Brazil,45.71.251.36 (ASN: 267640),1
IP,Brazil,45.237.250.66 (ASN: 268297),1
IP,Brazil,201.33.76.69 (ASN: 28649),1
IP,Brazil,201.131.46.95 (ASN: 271458),1
IP,Brazil,187.85.205.210 (ASN: 28349),1
IP,Brazil,45.236.16.111 (ASN: 268211),1
IP,Brazil,45.225.138.22 (ASN: 267003),1
IP,Brazil,131.108.10.36 (ASN: 263424),1
IP,Brazil,177.86.222.169 (ASN: 52577),1
IP,Brazil,187.87.34.246 (ASN: 53073),1
IP,Brazil,143.208.217.8 (ASN: 61578),1
IP,Brazil,45.71.248.153 (ASN: 267640),1
IP,Brazil,168.181.183.128 (ASN: 262604),1
IP,Brazil,168.196.137.250 (ASN: 264367),1
IP,Brazil,168.195.35.95 (ASN: 28128),1
IP,Brazil,45.169.7.156 (ASN: 268080),1
IP,Brazil,179.124.239.153 (ASN: 28360),2
IP,Brazil,168.196.160.166 (ASN: 265465),2
IP,Brazil,201.140.210.113 (ASN: 262895),1
IP,Brazil,45.186.169.63 (ASN: 269432),1
IP,Brazil,168.194.184.48 (ASN: 265397),1
IP,Brazil,179.107.197.40 (ASN: 28294),1
IP,Brazil,168.196.79.86 (ASN: 265455),1
IP,Brazil,131.108.133.1 (ASN: 263010),1
IP,Brazil,131.100.83.216 (ASN: 61759),1
IP,Brazil,186.232.159.249 (ASN: 263059),1
IP,Brazil,45.237.249.128 (ASN: 268297),1
IP,Brazil,45.160.45.117 (ASN: 268438),1
IP,Brazil,45.5.213.125 (ASN: 266101),1
IP,Brazil,179.107.198.222 (ASN: 28294),1
IP,Brazil,168.227.234.78 (ASN: 53135),1
IP,Brazil,138.204.149.246 (ASN: 263900),2
IP,Brazil,138.94.188.18 (ASN: 28343),1
IP,Brazil,179.191.43.239 (ASN: 270657),1
IP,Brazil,45.226.18.6 (ASN: 262907),1
IP,Brazil,181.191.229.67 (ASN: 267449),1
IP,Brazil,187.87.85.173 (ASN: 262520),1
IP,Brazil,131.221.149.145 (ASN: 264433),1
IP,Brazil,187.87.186.9 (ASN: 52984),1
IP,Brazil,187.85.204.169 (ASN: 28349),1
IP,Brazil,187.17.129.250 (ASN: 270611),1
IP,Brazil,132.255.195.30 (ASN: 264511),1
IP,Brazil,45.186.169.78 (ASN: 269432),1
IP,Brazil,45.237.250.44 (ASN: 268297),1
IP,Brazil,189.36.142.71 (ASN: 270601),1
IP,Brazil,138.94.188.53 (ASN: 28343),1
IP,Brazil,191.7.84.32 (ASN: 52901),1
IP,Brazil,138.121.59.245 (ASN: 264285),1
IP,Brazil,177.125.59.78 (ASN: 52607),1
IP,Brazil,187.109.7.0 (ASN: 28198),1
IP,Brazil,200.14.58.140 (ASN: 270441),1
IP,Brazil,45.236.18.190 (ASN: 268211),1
IP,Brazil,138.118.233.195 (ASN: 263880),1
IP,Brazil,170.233.222.85 (ASN: 263912),1
IP,Brazil,45.177.158.2 (ASN: 268992),1
IP,Brazil,168.227.232.244 (ASN: 53135),1
IP,Brazil,45.191.120.12 (ASN: 269681),1
IP,Brazil,138.219.239.149 (ASN: 263948),1
IP,Brazil,138.204.149.79 (ASN: 263900),1
IP,Brazil,179.124.181.81 (ASN: 61914),1
IP,Brazil,45.167.181.48 (ASN: 268042),1
IP,Brazil,168.228.214.33 (ASN: 264930),1
IP,Brazil,187.109.6.60 (ASN: 28198),1
IP,Brazil,45.71.250.254 (ASN: 267640),1
IP,Brazil,187.94.104.26 (ASN: 28343),1
IP,Brazil,45.226.46.10 (ASN: 266958),1
IP,Brazil,168.205.24.192 (ASN: 263151),1
IP,Brazil,167.250.14.24 (ASN: 52807),1
IP,Brazil,187.87.189.76 (ASN: 52984),1
IP,Brazil,187.16.149.133 (ASN: 28255),1
IP,Brazil,200.110.103.10 (ASN: 270260),1
IP,Brazil,179.191.43.61 (ASN: 270657),1
IP,Brazil,45.182.58.130 (ASN: 269267),1
IP,Brazil,177.124.155.160 (ASN: 270541),1
IP,Brazil,138.0.208.201 (ASN: 264553),1
IP,Brazil,187.87.189.202 (ASN: 52984),1
IP,Brazil,190.109.98.34 (ASN: 271222),1
IP,Brazil,45.179.51.247 (ASN: 269060),1
IP,Brazil,45.177.158.1 (ASN: 268992),1
IP,Brazil,45.228.131.223 (ASN: 267064),3
IP,Brazil,189.51.45.160 (ASN: 270726),1
IP,Brazil,170.254.242.2 (ASN: 265384),1
IP,Brazil,138.204.149.136 (ASN: 263900),1
IP,Brazil,177.75.240.188 (ASN: 262601),1
IP,Brazil,45.237.249.106 (ASN: 268297),1
IP,Brazil,201.182.152.241 (ASN: 267519),1
IP,Brazil,187.85.115.113 (ASN: 28614),1
IP,Brazil,177.47.157.162 (ASN: 262281),1
IP,Brazil,181.233.64.195 (ASN: 271399),1
IP,Brazil,177.75.240.199 (ASN: 262601),1
IP,Brazil,45.239.185.194 (ASN: 268371),1
IP,Brazil,181.232.229.165 (ASN: 271577),1
IP,Brazil,138.204.149.158 (ASN: 263900),2
IP,Brazil,200.14.58.249 (ASN: 270441),1
IP,Brazil,45.165.243.6 (ASN: 267980),1
IP,Brazil,168.197.75.76 (ASN: 262773),1
IP,Brazil,200.106.217.200 (ASN: 271250),1
IP,Brazil,177.221.202.40 (ASN: 52682),1
IP,Brazil,177.21.226.57 (ASN: 11835),1
IP,Brazil,45.70.163.60 (ASN: 267575),1
IP,Brazil,187.85.205.167 (ASN: 28349),1
IP,Brazil,45.172.172.225 (ASN: 268822),1
IP,Brazil,45.230.179.237 (ASN: 267173),1
IP,Brazil,45.228.110.210 (ASN: 267059),1
IP,Brazil,131.108.132.65 (ASN: 263010),1
IP,Brazil,45.7.102.220 (ASN: 266583),1
IP,Brazil,45.236.19.229 (ASN: 272274),1
IP,Brazil,138.204.149.126 (ASN: 263900),1
IP,Brazil,201.182.252.146 (ASN: 267613),1
IP,Brazil,138.185.147.210 (ASN: 264345),1
IP,Brazil,45.71.248.130 (ASN: 267640),1
IP,Brazil,45.228.130.243 (ASN: 267064),1
IP,Brazil,200.14.58.253 (ASN: 270441),1
IP,Brazil,187.85.115.78 (ASN: 28614),2
IP,Brazil,177.105.194.78 (ASN: 262651),1
IP,Brazil,187.85.206.250 (ASN: 28349),1
IP,Brazil,177.86.88.140 (ASN: 262773),1
IP,Brazil,45.237.80.203 (ASN: 262907),1
IP,Brazil,138.219.239.48 (ASN: 263948),1
IP,Brazil,131.100.134.135 (ASN: 61637),1
IP,Brazil,45.165.33.165 (ASN: 268656),1
IP,Brazil,179.191.43.56 (ASN: 270657),1
IP,Brazil,177.47.157.119 (ASN: 262281),1
IP,Brazil,168.228.214.183 (ASN: 264930),1
IP,Brazil,201.131.46.67 (ASN: 271458),1
IP,Brazil,177.86.95.176 (ASN: 262773),1
IP,Brazil,143.255.111.114 (ASN: 265144),1
IP,Brazil,170.233.62.55 (ASN: 28153),1
IP,Brazil,201.182.152.134 (ASN: 267519),1
IP,Brazil,131.100.63.154 (ASN: 262354),1
IP,Brazil,187.85.207.226 (ASN: 28349),1
IP,Brazil,189.127.31.255 (ASN: 28343),1
IP,Brazil,138.204.149.226 (ASN: 263900),1
IP,Brazil,189.89.92.176 (ASN: 262749),1
IP,Brazil,170.246.203.221 (ASN: 28343),1
IP,Brazil,138.186.129.230 (ASN: 263860),1
IP,Brazil,179.127.172.11 (ASN: 28343),1
IP,Brazil,177.91.188.14 (ASN: 28306),1
IP,Brazil,181.233.81.41 (ASN: 267059),1
IP,Brazil,131.108.10.235 (ASN: 263424),1
IP,Brazil,177.137.162.204 (ASN: 263066),1
IP,Brazil,179.127.173.25 (ASN: 28343),1
IP,Brazil,45.7.80.139 (ASN: 266575),1
IP,Brazil,177.221.156.232 (ASN: 270730),2
IP,Brazil,45.237.251.229 (ASN: 268297),1
IP,Brazil,170.80.245.135 (ASN: 266381),1
IP,Brazil,168.181.183.193 (ASN: 262604),2
IP,Brazil,45.191.120.70 (ASN: 269681),1
IP,Brazil,191.7.84.190 (ASN: 52901),1
IP,Brazil,201.182.46.23 (ASN: 267520),1
IP,Brazil,45.163.212.156 (ASN: 265899),2
IP,Brazil,187.49.175.182 (ASN: 270533),1
IP,Brazil,45.236.19.212 (ASN: 272274),1
IP,Brazil,179.124.181.3 (ASN: 61914),1
IP,Brazil,187.85.115.14 (ASN: 28614),1
IP,Brazil,45.182.202.248 (ASN: 269236),1
IP,Brazil,177.84.73.56 (ASN: 52719),2
IP,Brazil,190.109.98.140 (ASN: 271222),1
IP,Brazil,201.182.46.252 (ASN: 267520),3
IP,Brazil,45.163.161.44 (ASN: 268571),1
IP,Brazil,181.233.81.25 (ASN: 267059),1
IP,Brazil,177.86.222.106 (ASN: 52577),2
IP,Brazil,170.254.96.178 (ASN: 265102),1
IP,Brazil,189.45.185.88 (ASN: 270529),1
IP,Brazil,170.239.203.8 (ASN: 266362),1
IP,Brazil,200.106.216.101 (ASN: 271250),1
IP,Brazil,177.86.95.130 (ASN: 262773),1
IP,Brazil,177.221.81.102 (ASN: 52653),1
IP,Brazil,45.70.126.234 (ASN: 267562),2
IP,Brazil,168.194.152.135 (ASN: 265405),1
IP,Brazil,186.227.178.213 (ASN: 263015),1
IP,Brazil,45.181.222.103 (ASN: 269252),1
IP,Brazil,45.71.250.83 (ASN: 267640),1
IP,Brazil,189.91.147.61 (ASN: 264485),1
IP,Brazil,45.181.222.141 (ASN: 269252),1
IP,Brazil,45.228.110.56 (ASN: 267059),1
IP,Brazil,170.82.199.211 (ASN: 263297),1
IP,Brazil,177.91.176.140 (ASN: 28306),1
IP,Brazil,143.0.126.44 (ASN: 264000),1
IP,Brazil,179.191.43.145 (ASN: 270657),2
IP,Brazil,45.183.254.76 (ASN: 269301),1
IP,Brazil,45.71.248.123 (ASN: 267640),1
IP,Brazil,45.233.175.197 (ASN: 267372),1
IP,Brazil,177.221.81.63 (ASN: 52653),1
IP,Brazil,45.180.129.20 (ASN: 269134),1
IP,Brazil,187.87.189.189 (ASN: 52984),2
IP,Brazil,45.237.250.193 (ASN: 268297),1
IP,Brazil,45.174.4.210 (ASN: 268914),1
IP,Brazil,177.129.123.26 (ASN: 28158),1
IP,Brazil,45.180.56.182 (ASN: 269131),1
IP,Brazil,138.204.149.26 (ASN: 263900),1
IP,Brazil,45.236.18.251 (ASN: 268211),1
IP,Brazil,181.232.229.108 (ASN: 271577),1
IP,Brazil,177.86.222.52 (ASN: 52577),1
IP,Brazil,167.250.13.75 (ASN: 52807),1
IP,Brazil,181.233.81.84 (ASN: 267059),1
IP,Brazil,45.174.5.20 (ASN: 268914),1
IP,Brazil,131.255.247.158 (ASN: 262962),1
IP,Brazil,177.124.50.73 (ASN: 262316),1
IP,Brazil,177.71.57.111 (ASN: 262560),1
IP,Brazil,131.161.190.30 (ASN: 264392),1
